hybrid,parentB
SPGP0AG00540,XP_018223368
SPGP0AG00550,XP_018223369
SPGP0AG00560,XP_018223370
SPGP0AG00570,XP_018223371
SPGP0AG00580,XP_018223372
SPGP0AG00590,XP_018223373
SPGP0AG00600,XP_018223374
SPGP0AG00610,XP_018223375
SPGP0AG00620,XP_018223376
SPGP0AG00630,XP_018223377
SPGP0AG00640,XP_018223378
SPGP0AG00650,XP_018223379
SPGP0AG00660,XP_018223380
SPGP0AG00670,XP_018223381
SPGP0AG00680,XP_018223382
SPGP0AG00690,XP_018223383
SPGP0AG00720,XP_018223384
SPGP0AG00730,XP_018223385
SPGP0AG00740,XP_018223386
SPGP0AG00750,XP_018223387
SPGP0AG00760,XP_018223388
SPGP0AG00770,XP_018223389
SPGP0AG00780,XP_018223390
SPGP0AG00790,XP_018223391
SPGP0AG00800,XP_018223392
SPGP0AG00820,XP_018223393
SPGP0AG00830,XP_018223394
SPGP0AG00840,XP_018223395
SPGP0AG00850,XP_018223396
SPGP0AG00860,XP_018223397
SPGP0AG00870,XP_018223398
SPGP0AG00880,XP_018223399
SPGP0AG00890,XP_018223400
SPGP0AG00900,XP_018223401
SPGP0AG00910,XP_018223402
SPGP0AG00920,XP_018223403
SPGP0AG00940,XP_018223404
SPGP0AG00950,XP_018223405
SPGP0AG00960,XP_018223406
SPGP0AG00970,XP_018223407
SPGP0AG00980,XP_018223408
SPGP0AG00990,XP_018223409
SPGP0AG01000,XP_018223410
SPGP0AG01020,XP_018223411
SPGP0AI00100,XP_018224051
SPGP0AI00120,XP_018224053
SPGP0AI00130,XP_018224054
SPGP0AI00140,XP_018224055
SPGP0AI00150,XP_018224056
SPGP0AI00160,XP_018224057
SPGP0AI00170,XP_018224058
SPGP0AI00180,XP_018224059
SPGP0AI00190,XP_018224060
SPGP0AI00200,XP_018224061
SPGP0AI00210,XP_018224062
SPGP0AI00220,XP_018224063
SPGP0AI00230,XP_018224064
SPGP0AI00240,XP_018224065
SPGP0AI00250,XP_018224066
SPGP0AI00260,XP_018224067
SPGP0AI00270,XP_018224068
SPGP0AI00280,XP_018224069
SPGP0AI00290,XP_018224070
SPGP0AI00300,XP_018224071
SPGP0AI00310,XP_018224072
SPGP0AI00320,XP_018224073
SPGP0AI00330,XP_018224074
SPGP0AI00340,XP_018224075
SPGP0AI00350,XP_018224076
SPGP0AI00360,XP_018224077
SPGP0AI00370,XP_018224078
SPGP0AI00380,XP_018224079
SPGP0AI00390,XP_018224080
SPGP0AI00410,XP_018224081
SPGP0AI00420,XP_018224082
SPGP0AI00430,XP_018224083
SPGP0AI00440,XP_018224084
SPGP0AI00450,XP_018224085
SPGP0AI00460,XP_018224086
SPGP0AI00470,XP_018224087
SPGP0AI00480,XP_018224088
SPGP0AI00490,XP_018224089
SPGP0AI00500,XP_018224090
SPGP0AI00510,XP_018224091
SPGP0AI00520,XP_018224092
SPGP0AI00530,XP_018224093
SPGP0AI00540,XP_018224094
SPGP0AI00550,XP_018224095
SPGP0AI00560,XP_018224096
SPGP0AI00580,XP_018224097
SPGP0AI00590,XP_018224098
SPGP0AI00600,XP_018224099
SPGP0AI00610,XP_018224100
SPGP0AI00620,XP_018224101
SPGP0AI00630,XP_018224102
SPGP0AI00640,XP_018224103
SPGP0AI00650,XP_018224104
SPGP0AI00660,XP_018224105
SPGP0AI00670,XP_018224106
SPGP0AI00680,XP_018224107
SPGP0AI00690,XP_018224108
SPGP0AI00700,XP_018224109
SPGP0AI00710,XP_018224110
SPGP0AI00720,XP_018224111
SPGP0AI00730,XP_018224113
SPGP0AI00740,XP_018224114
SPGP0AI00750,XP_018224115
SPGP0AI00760,XP_018224116
SPGP0AI00770,XP_018224117
SPGP0AI00780,XP_018224118
SPGP0AI00790,XP_018224119
SPGP0AI00850,XP_018224122
SPGP0AK00150,XP_018222000
SPGP0AK00170,XP_018222002
SPGP0AK00190,XP_018222003
SPGP0AK00240,XP_018222008
SPGP0AK00250,XP_018222009
SPGP0AK00310,XP_018222015
SPGP0AK00320,XP_018222016
SPGP0AK00330,XP_018222017
SPGP0AK00340,XP_018222018
SPGP0AK00390,XP_018222022
SPGP0AK00410,XP_018222024
SPGP0AK00440,XP_018222028
SPGP0AK00470,XP_018222031
SPGP0AK00480,XP_018222032
SPGP0AK00530,XP_018222036
SPGP0AK00540,XP_018222037
SPGP0AK00550,XP_018222038
SPGP0AK00580,XP_018222041
SPGP0AK00590,XP_018222042
SPGP0AK00600,XP_018222043
SPGP0AK00630,XP_018222047
SPGP0AK00640,XP_018222048
SPGP0AK00650,XP_018222049
SPGP0AK00660,XP_018222050
SPGP0AK00670,XP_018222051
SPGP0AK00680,XP_018222052
SPGP0AK00690,XP_018222053
SPGP0AK00720,XP_018222057
SPGP0AK00730,XP_018222058
SPGP0AK00740,XP_018222059
SPGP0AK00800,XP_018222065
SPGP0AK00810,XP_018222066
SPGP0AL00100,XP_018219874
SPGP0AL00110,XP_018219875
SPGP0AL00130,XP_018219877
SPGP0AL00140,XP_018219878
SPGP0AL00150,XP_018219879
SPGP0AL00160,XP_018219880
SPGP0AL00170,XP_018219881
SPGP0AL00210,XP_018219885
SPGP0AL00220,XP_018219886
SPGP0AL00250,XP_018219889
SPGP0AL00290,XP_018219892
SPGP0AL00300,XP_018219893
SPGP0AL00310,XP_018219894
SPGP0AL00340,XP_018219896
SPGP0AL00350,XP_018219897
SPGP0AL00380,XP_018219900
SPGP0AL00390,XP_018219901
SPGP0AL00400,XP_018219902
SPGP0AL00420,XP_018219904
SPGP0AL00440,XP_018219906
SPGP0AL00450,XP_018219907
SPGP0AL00460,XP_018219908
SPGP0AL00470,XP_018219909
SPGP0AL00480,XP_018219910
SPGP0AL00500,XP_018219912
SPGP0AL00510,XP_018219913
SPGP0AL00520,XP_018219914
SPGP0AL00530,XP_018219915
SPGP0AL00550,XP_018219917
SPGP0AL00560,XP_018219918
SPGP0AL00580,XP_018219920
SPGP0AL00620,XP_018219923
SPGP0AL00670,XP_018219928
SPGP0AL00680,XP_018219929
SPGP0AL00700,XP_018219931
SPGP0AL00720,XP_018219932
SPGP0AL00730,XP_018219933
SPGP0AL00740,XP_018219934
SPGP0AL00750,XP_018219935
SPGP0AL00760,XP_018219936
SPGP0AM00570,XP_018220381
SPGP0C00120,XP_018220383
SPGP0C00130,XP_018220384
SPGP0C00140,XP_018220385
SPGP0C00150,XP_018220386
SPGP0C00160,XP_018220387
SPGP0C00180,XP_018220388
SPGP0C00190,XP_018220389
SPGP0C00210,XP_018220391
SPGP0C00220,XP_018220392
SPGP0C00230,XP_018220393
SPGP0C00280,XP_018220397
SPGP0C00320,XP_018220400
SPGP0C00330,XP_018220401
SPGP0C00340,XP_018220402
SPGP0C00360,XP_018220404
SPGP0C00400,XP_018220408
SPGP0C00410,XP_018220409
SPGP0C00450,XP_018220414
SPGP0C00500,XP_018220418
SPGP0C00520,XP_018220420
SPGP0C00540,XP_018220422
SPGP0C00570,XP_018220425
SPGP0C00590,XP_018220427
SPGP0C00630,XP_018220431
SPGP0C00640,XP_018220432
SPGP0C00660,XP_018220434
SPGP0C00700,XP_018220437
SPGP0C00720,XP_018220439
SPGP0C00730,XP_018220440
SPGP0C00750,XP_018220442
SPGP0C00760,XP_018220443
SPGP0C00770,XP_018220444
SPGP0C00780,XP_018220445
SPGP0C00810,XP_018220448
SPGP0C00820,XP_018220449
SPGP0C00830,XP_018220450
SPGP0C00850,XP_018220453
SPGP0C00870,XP_018220455
SPGP0C00890,XP_018220457
SPGP0C00920,XP_018220460
SPGP0C00950,XP_018220463
SPGP0C01000,XP_018220468
SPGP0C01020,XP_018220470
SPGP0C01030,XP_018220471
SPGP0C01040,XP_018220472
SPGP0C01090,XP_018220477
SPGP0C01100,XP_018220478
SPGP0C01120,XP_018220480
SPGP0C01130,XP_018220481
SPGP0C01140,XP_018220482
SPGP0C01160,XP_018220484
SPGP0C01220,XP_018220490
SPGP0C01250,XP_018220493
SPGP0C01260,XP_018220494
SPGP0C01270,XP_018220495
SPGP0C01290,XP_018220497
SPGP0C01300,XP_018220498
SPGP0C01320,XP_018220500
SPGP0C01350,XP_018220503
SPGP0C01360,XP_018220504
SPGP0C01380,XP_018220506
SPGP0C01390,XP_018220507
SPGP0C01400,XP_018220508
SPGP0C01410,XP_018220509
SPGP0C01420,XP_018220510
SPGP0C01430,XP_018220512
SPGP0C01470,XP_018220516
SPGP0C01510,XP_018220520
SPGP0C01520,XP_018220521
SPGP0C01540,XP_018220523
SPGP0C01550,XP_018220524
SPGP0C01560,XP_018220525
SPGP0C01580,XP_018220527
SPGP0C01610,XP_018220529
SPGP0C01630,XP_018220531
SPGP0C01640,XP_018220532
SPGP0C01660,XP_018220534
SPGP0C01690,XP_018220537
SPGP0C01700,XP_018220538
SPGP0C01710,XP_018220539
SPGP0C01760,XP_018220544
SPGP0C01790,XP_018220547
SPGP0C01800,XP_018220548
SPGP0C01810,XP_018220549
SPGP0C01820,XP_018220550
SPGP0C01830,XP_018220551
SPGP0C01840,XP_018220552
SPGP0C01850,XP_018220553
SPGP0C01870,XP_018220555
SPGP0C01890,XP_018220557
SPGP0C01920,XP_018220560
SPGP0C01940,XP_018220562
SPGP0C01960,XP_018220564
SPGP0C01970,XP_018220565
SPGP0C01990,XP_018220567
SPGP0C02000,XP_018220568
SPGP0C02010,XP_018220569
SPGP0C02020,XP_018220570
SPGP0C02030,XP_018220571
SPGP0C02040,XP_018220572
SPGP0C02050,XP_018220573
SPGP0C02090,XP_018220577
SPGP0C02120,XP_018220580
SPGP0C02140,XP_018220582
SPGP0C02150,XP_018220583
SPGP0C02160,XP_018220584
SPGP0C02200,XP_018220588
SPGP0C02220,XP_018220590
SPGP0C02230,XP_018220591
SPGP0C02250,XP_018220593
SPGP0C02270,XP_018220595
SPGP0C02280,XP_018220596
SPGP0C02320,XP_018220600
SPGP0C02350,XP_018220603
SPGP0C02360,XP_018220604
SPGP0C02380,XP_018220606
SPGP0C02390,XP_018220607
SPGP0C02400,XP_018220608
SPGP0C02420,XP_018220610
SPGP0C02430,XP_018220611
SPGP0C02460,XP_018220614
SPGP0C02480,XP_018220616
SPGP0C02510,XP_018220619
SPGP0C02520,XP_018220620
SPGP0C02570,XP_018220625
SPGP0C02580,XP_018220626
SPGP0C02590,XP_018220627
SPGP0C02600,XP_018220628
SPGP0C02610,XP_018220630
SPGP0C02620,XP_018220631
SPGP0C02650,XP_018220633
SPGP0C02670,XP_018220635
SPGP0C02720,XP_018220640
SPGP0Ctrna8L,DI49_3806
SPGP0C02730,XP_018220641
SPGP0C02750,XP_018220643
SPGP0C02830,XP_018220651
SPGP0C02860,XP_018220654
SPGP0C02870,XP_018220655
SPGP0C02910,XP_018220659
SPGP0C02920,XP_018220660
SPGP0C02930,XP_018220661
SPGP0C02940,XP_018220662
SPGP0C02950,XP_018220663
SPGP0C03000,XP_018220668
SPGP0C03020,XP_018220670
SPGP0C03040,XP_018220672
SPGP0C03060,XP_018220674
SPGP0C03080,XP_018220676
SPGP0C03090,XP_018220677
SPGP0C03110,XP_018220679
SPGP0C03130,XP_018220681
SPGP0C03170,XP_018220685
SPGP0C03180,XP_018220686
SPGP0C03190,XP_018220687
SPGP0C03200,XP_018220688
SPGP0C03220,XP_018220690
SPGP0C03270,XP_018220694
SPGP0C03280,XP_018220695
SPGP0C03310,XP_018220698
SPGP0C03320,XP_018220699
SPGP0C03330,XP_018220700
SPGP0C03390,XP_018220705
SPGP0C03410,XP_018220707
SPGP0C03420,XP_018220708
SPGP0C03450,XP_018220711
SPGP0C03470,XP_018220713
SPGP0C03490,XP_018220714
SPGP0C03510,XP_018220715
SPGP0C03540,XP_018220718
SPGP0C03550,XP_018220719
SPGP0C03560,XP_018220720
SPGP0C03590,XP_018220723
SPGP0C03600,XP_018220724
SPGP0C03610,XP_018220725
SPGP0C03620,XP_018220726
SPGP0C03640,XP_018220728
SPGP0C03650,XP_018220729
SPGP0C03670,XP_018220731
SPGP0C03690,XP_018220733
SPGP0C03740,XP_018220737
SPGP0C03760,XP_018220739
SPGP0C03770,XP_018220740
SPGP0C03800,XP_018220743
SPGP0C03830,XP_018220746
SPGP0C03860,XP_018220749
SPGP0C03870,XP_018220750
SPGP0C03880,XP_018220751
SPGP0C03890,XP_018220752
SPGP0C03910,XP_018220754
SPGP0C03920,XP_018220755
SPGP0C03930,XP_018220756
SPGP0C03940,XP_018220757
SPGP0C03980,XP_018220760
SPGP0C04000,XP_018220762
SPGP0C04010,XP_018220763
SPGP0C04030,XP_018220765
SPGP0C04040,XP_018220766
SPGP0C04070,XP_018220769
SPGP0C04080,XP_018220770
SPGP0C04120,XP_018220774
SPGP0C04160,XP_018220778
SPGP0C04170,XP_018220779
SPGP0C04180,XP_018220780
SPGP0C04200,XP_018220782
SPGP0C04210,XP_018220783
SPGP0C04220,XP_018220784
SPGP0C04230,XP_018220785
SPGP0C04240,XP_018220786
SPGP0C04260,XP_018220788
SPGP0C04290,XP_018220791
SPGP0C04300,XP_018220792
SPGP0C04310,XP_018220793
SPGP0C04320,XP_018220794
SPGP0C04330,XP_018220795
SPGP0C04360,XP_018220798
SPGP0C04370,XP_018220799
SPGP0C04380,XP_018220800
SPGP0C04390,XP_018220801
SPGP0C04400,XP_018220802
SPGP0C04410,XP_018220803
SPGP0C04420,XP_018220804
SPGP0C04430,XP_018220805
SPGP0C04440,XP_018220806
SPGP0C04450,XP_018220807
SPGP0C04460,XP_018220808
SPGP0C04470,XP_018220809
SPGP0C04480,XP_018220810
SPGP0C04500,XP_018220811
SPGP0C04510,XP_018220812
SPGP0C04520,XP_018220813
SPGP0C04530,XP_018220814
SPGP0C04550,XP_018220816
SPGP0C04560,XP_018220817
SPGP0C04570,XP_018220818
SPGP0C04580,XP_018220819
SPGP0C04590,XP_018220820
SPGP0C04600,XP_018220821
SPGP0C04610,XP_018220822
SPGP0C04620,XP_018220823
SPGP0C04630,XP_018220824
SPGP0C04650,XP_018220825
SPGP0C04670,XP_018220826
SPGP0C04680,XP_018220827
SPGP0C04690,XP_018220828
SPGP0C04700,XP_018220829
SPGP0C04710,XP_018220830
SPGP0C04720,XP_018220831
SPGP0C04730,XP_018220832
SPGP0C04740,XP_018220833
SPGP0C04750,XP_018220834
SPGP0C04760,XP_018220835
SPGP0C04770,XP_018220836
SPGP0C04780,XP_018220837
SPGP0C04790,XP_018220838
SPGP0C04800,XP_018220839
SPGP0C04810,XP_018220840
SPGP0F03720,XP_018219998
SPGP0BI00100,XP_018221945
SPGP0BI00130,XP_018221948
SPGP0BI00140,XP_018221949
SPGP0AQ00130,XP_018221952
SPGP0AQ00170,XP_018221955
SPGP0AQ00180,XP_018221956
SPGP0AQ00190,XP_018221957
SPGP0AQ00210,XP_018221959
SPGP0AQ00230,XP_018221961
SPGP0AQ00240,XP_018221962
SPGP0AQ00260,XP_018221964
SPGP0AQ00280,XP_018221966
SPGP0AQ00310,XP_018221969
SPGP0AQ00320,XP_018221970
SPGP0AQ00350,XP_018221973
SPGP0AQ00370,XP_018221975
SPGP0AQ00390,XP_018221977
SPGP0AQ00450,XP_018221983
SPGP0AQ00460,XP_018221984
SPGP0AQ00480,XP_018221986
SPGP0AQ00100,XP_018221950
SPGP0AQ00110,XP_018221951
SPGP0AQ00140,XP_018221953
SPGP0AQ00150,XP_018221954
SPGP0AQ00200,XP_018221958
SPGP0AQ00220,XP_018221960
SPGP0AQ00250,XP_018221963
SPGP0AQ00270,XP_018221965
SPGP0AQ00290,XP_018221967
SPGP0AQ00300,XP_018221968
SPGP0AQ00330,XP_018221971
SPGP0AQ00340,XP_018221972
SPGP0AQ00360,XP_018221974
SPGP0AQ00380,XP_018221976
SPGP0AQ00400,XP_018221978
SPGP0AQ00410,XP_018221979
SPGP0AQ00420,XP_018221980
SPGP0AQ00440,XP_018221982
SPGP0AQ00470,XP_018221985
SPGP0AQ00490,XP_018221987
SPGP0AQ00500,XP_018221988
SPGP0AQ00510,XP_018221989
SPGP0AQ00520,XP_018221990
SPGP0AQ00550,XP_018221992
SPGP0AR00130,XP_018219572
SPGP0AR00150,XP_018219574
SPGP0AR00160,XP_018219575
SPGP0AR00220,XP_018219581
SPGP0AR00240,XP_018219583
SPGP0AR00250,XP_018219584
SPGP0AR00260,XP_018219585
SPGP0AR00280,XP_018219587
SPGP0AR00300,XP_018219589
SPGP0AR00310,XP_018219590
SPGP0AR00320,XP_018219591
SPGP0AR00340,XP_018219593
SPGP0AR00350,XP_018219594
SPGP0AR00390,XP_018219597
SPGP0AR00400,XP_018219598
SPGP0AR00420,XP_018219600
SPGP0AR00440,XP_018219602
SPGP0AR00470,XP_018219605
SPGP0AR00480,XP_018219606
SPGP0AR00520,XP_018219610
SPGP0AS00130,XP_018218771
SPGP0AS00150,XP_018218773
SPGP0AS00170,XP_018218775
SPGP0AS00190,XP_018218776
SPGP0AS00210,XP_018218778
SPGP0AS00220,XP_018218779
SPGP0AS00230,XP_018218780
SPGP0AS00240,XP_018218781
SPGP0AS00260,XP_018218783
SPGP0AS00310,XP_018218786
SPGP0AS00320,XP_018218787
SPGP0AS00330,XP_018218788
SPGP0AS00350,XP_018218790
SPGP0AS00360,XP_018218791
SPGP0AS00370,XP_018218792
SPGP0AS00390,XP_018218794
SPGP0AS00400,XP_018218795
SPGP0AT00150,XP_018219194
SPGP0AT00170,XP_018219192
SPGP0AT00180,XP_018219191
SPGP0AT00190,XP_018219190
SPGP0AT00200,XP_018219189
SPGP0AT00210,XP_018219188
SPGP0AT00220,XP_018219187
SPGP0AT00230,XP_018219186
SPGP0AT00240,XP_018219185
SPGP0AT00250,XP_018219184
SPGP0AT00260,XP_018219183
SPGP0AT00270,XP_018219182
SPGP0AT00280,XP_018219181
SPGP0AT00290,XP_018219180
SPGP0AT00300,XP_018219179
SPGP0AT00310,XP_018219178
SPGP0AT00320,XP_018219177
SPGP0AT00330,XP_018219176
SPGP0AT00340,XP_018219175
SPGP0AT00350,XP_018219174
SPGP0AT00360,XP_018219173
SPGP0AT00370,XP_018219172
SPGP0AT00380,XP_018219171
SPGP0AT00390,XP_018219170
SPGP0AT00400,XP_018219169
SPGP0AT00410,XP_018219168
SPGP0AT00420,XP_018219167
SPGP0H03550,XP_018219533
SPGP0H03570,XP_018219535
SPGP0H03580,XP_018219536
SPGP0H03590,XP_018219537
SPGP0H03640,XP_018219543
SPGP0H03660,XP_018219545
SPGP0H03670,XP_018219546
SPGP0H03680,XP_018219547
SPGP0H03700,XP_018219549
SPGP0H03710,XP_018219550
SPGP0H03720,XP_018219551
SPGP0H03770,XP_018219556
SPGP0H03540,XP_018219532
SPGP0H03530,XP_018219531
SPGP0H03520,XP_018219530
SPGP0H03490,XP_018219527
SPGP0H03440,XP_018219524
SPGP0H03420,XP_018219522
SPGP0H03410,XP_018219521
SPGP0H03400,XP_018219520
SPGP0H03370,XP_018219517
SPGP0H03360,XP_018219516
SPGP0H03330,XP_018219513
SPGP0H03280,XP_018219508
SPGP0H03270,XP_018219507
SPGP0H03250,XP_018219505
SPGP0H03240,XP_018219504
SPGP0H03210,XP_018219501
SPGP0H03130,XP_018219494
SPGP0H03110,XP_018219492
SPGP0H03100,XP_018219491
SPGP0H03070,XP_018219488
SPGP0H03000,XP_018219481
SPGP0H02990,XP_018219480
SPGP0H02980,XP_018219479
SPGP0H02950,XP_018219476
SPGP0H02920,XP_018219473
SPGP0H02910,XP_018219472
SPGP0H02900,XP_018219471
SPGP0H02890,XP_018219470
SPGP0H02880,XP_018219469
SPGP0H02860,XP_018219467
SPGP0H02830,XP_018219464
SPGP0H02820,XP_018219463
SPGP0H02810,XP_018219462
SPGP0H02800,XP_018219461
SPGP0H02790,XP_018219460
SPGP0H02770,XP_018219458
SPGP0H02750,XP_018219456
SPGP0H02740,XP_018219455
SPGP0H02650,XP_018219446
SPGP0H02620,XP_018219443
SPGP0H02580,XP_018219440
SPGP0H02570,XP_018219439
SPGP0H02540,XP_018219436
SPGP0H02520,XP_018219434
SPGP0H02510,XP_018219433
SPGP0H02500,XP_018219432
SPGP0H02490,XP_018219431
SPGP0H02470,XP_018219429
SPGP0H02460,XP_018219428
SPGP0H02450,XP_018219427
SPGP0H02440,XP_018219426
SPGP0H02420,XP_018219425
SPGP0H02400,XP_018219423
SPGP0H02370,XP_018219420
SPGP0H02360,XP_018219419
SPGP0H02340,XP_018219417
SPGP0H02320,XP_018219415
SPGP0H02260,XP_018219409
SPGP0H02200,XP_018219403
SPGP0H02190,XP_018219402
SPGP0H02160,XP_018219400
SPGP0H02140,XP_018219398
SPGP0H02110,XP_018219396
SPGP0H02100,XP_018219395
SPGP0H02080,XP_018219393
SPGP0H02050,XP_018219390
SPGP0H02030,XP_018219388
SPGP0H02010,XP_018219386
SPGP0H02000,XP_018219385
SPGP0H01990,XP_018219384
SPGP0H01970,XP_018219382
SPGP0H01960,XP_018219381
SPGP0H01940,XP_018219379
SPGP0H01910,XP_018219376
SPGP0H01820,XP_018219367
SPGP0H01800,XP_018219365
SPGP0H01780,XP_018219363
SPGP0H01770,XP_018219362
SPGP0Htrna41G,DI49_4977
SPGP0H01740,XP_018219359
SPGP0H01730,XP_018219358
SPGP0H01660,XP_018219351
SPGP0H01640,XP_018219349
SPGP0H01610,XP_018219346
SPGP0H01590,XP_018219344
SPGP0H01580,XP_018219343
SPGP0H01520,XP_018219337
SPGP0H01510,XP_018219336
SPGP0H01490,XP_018219334
SPGP0H01480,XP_018219333
SPGP0H01470,XP_018219332
SPGP0H01440,XP_018219329
SPGP0H01420,XP_018219327
SPGP0H01390,XP_018219324
SPGP0H01380,XP_018219323
SPGP0H01360,XP_018219321
SPGP0H01330,XP_018219318
SPGP0H01320,XP_018219317
SPGP0H01300,XP_018219315
SPGP0H01290,XP_018219314
SPGP0H01270,XP_018219312
SPGP0H01250,XP_018219310
SPGP0H01240,XP_018219309
SPGP0H01140,XP_018219301
SPGP0H01120,XP_018219300
SPGP0H01110,XP_018219298
SPGP0H01100,XP_018219297
SPGP0D02540,XP_018219296
SPGP0H01080,XP_018219295
SPGP0H01070,XP_018219294
SPGP0H01050,XP_018219292
SPGP0H01010,XP_018219288
SPGP0H00990,XP_018219286
SPGP0H00980,XP_018219285
SPGP0H00950,XP_018219282
SPGP0H00940,XP_018219281
SPGP0H00920,XP_018219279
SPGP0H00910,XP_018219278
SPGP0H00900,XP_018219277
SPGP0H00870,XP_018219274
SPGP0H00840,XP_018219271
SPGP0H00830,XP_018219270
SPGP0H00820,XP_018219269
SPGP0H00780,XP_018219265
SPGP0H00660,XP_018219253
SPGP0AX00110,XP_018219860
SPGP0AX00170,XP_018219865
SPGP0AX00190,XP_018219867
SPGP0AX00200,XP_018219868
SPGP0AX00240,XP_018219872
SPGP0H03880,XP_018219567
SPGP0H03850,XP_018219564
SPGP0H03840,XP_018219563
SPGP0H03790,XP_018219558
SPGP0BA00120,XP_018223435
SPGP0BA00150,XP_018223438
SPGP0BA00200,XP_018223442
SPGP0BB00120,XP_018219846
SPGP0BB00130,XP_018219847
SPGP0BB00150,XP_018219849
SPGP0BB00160,XP_018219850
SPGP0BB00170,XP_018219851
SPGP0BB00210,XP_018219855
SPGP0BD00100,XP_018220362
SPGP0BD00140,XP_018220358
SPGP0BD00150,XP_018220357
SPGP0BD00160,XP_018220356
SPGP0BD00170,XP_018220355
SPGP0BF00100,XP_018222852
SPGP0BF00110,XP_018222851
SPGP0E00170,XP_018222479
SPGP0E00200,XP_018222476
SPGP0E00230,XP_018222474
SPGP0E00250,XP_018222472
SPGP0E00270,XP_018222470
SPGP0E00310,XP_018222466
SPGP0E00330,XP_018222464
SPGP0E00360,XP_018222461
SPGP0E00400,XP_018222457
SPGP0E00420,XP_018222455
SPGP0E00460,XP_018222451
SPGP0E00470,XP_018222450
SPGP0E00480,XP_018222449
SPGP0E00490,XP_018222448
SPGP0E00500,XP_018222447
SPGP0E00510,XP_018222446
SPGP0E00540,XP_018222443
SPGP0E00550,XP_018222442
SPGP0E00560,XP_018222441
SPGP0E00580,XP_018222439
SPGP0E00590,XP_018222438
SPGP0E00600,XP_018222437
SPGP0E00610,XP_018222436
SPGP0E00620,XP_018222435
SPGP0E00630,XP_018222434
SPGP0E00640,XP_018222433
SPGP0E00670,XP_018222430
SPGP0E00690,XP_018222427
SPGP0E00710,XP_018222426
SPGP0E00720,XP_018222425
SPGP0E00730,XP_018222424
SPGP0E00740,XP_018222423
SPGP0E00770,XP_018222420
SPGP0E00780,XP_018222419
SPGP0E00800,XP_018222417
SPGP0E00810,XP_018222416
SPGP0E00820,XP_018222415
SPGP0E00830,XP_018222414
SPGP0E00860,XP_018222411
SPGP0E00870,XP_018222410
SPGP0E00900,XP_018222407
SPGP0E00920,XP_018222405
SPGP0E00940,XP_018222403
SPGP0E00970,XP_018222400
SPGP0E00990,XP_018222398
SPGP0E01000,XP_018222397
SPGP0Etrna11W,DI49_2157
SPGP0E01030,XP_018222394
SPGP0E01050,XP_018222392
SPGP0E01090,XP_018222388
SPGP0E01100,XP_018222387
SPGP0Etrna40L,DI49_2147
SPGP0E01120,XP_018222384
SPGP0E01140,XP_018222382
SPGP0E01210,XP_018222375
SPGP0E01220,XP_018222374
SPGP0E01230,XP_018222373
SPGP0E01240,XP_018222372
SPGP0E01250,XP_018222371
SPGP0E01260,XP_018222370
SPGP0E01290,XP_018222366
SPGP0E01310,XP_018222364
SPGP0E01350,XP_018222360
SPGP0E01370,XP_018222358
SPGP0E01380,XP_018222357
SPGP0E01390,XP_018222356
SPGP0E01400,XP_018222355
SPGP0E01460,XP_018222348
SPGP0E01480,XP_018222346
SPGP0E01540,XP_018222340
SPGP0E01550,XP_018222339
SPGP0E01560,XP_018222338
SPGP0E01570,XP_018222337
SPGP0E01580,XP_018222336
SPGP0E01590,XP_018222335
SPGP0E01600,XP_018222334
SPGP0E01640,XP_018222330
SPGP0E01650,XP_018222329
SPGP0E01690,XP_018222325
SPGP0E01710,XP_018222323
SPGP0E01740,XP_018222320
SPGP0E01760,XP_018222318
SPGP0E01770,XP_018222317
SPGP0E01790,XP_018222315
SPGP0E01810,XP_018222313
SPGP0E01820,XP_018222312
SPGP0E01840,XP_018222310
SPGP0E01870,XP_018222307
SPGP0E01880,XP_018222306
SPGP0E01900,XP_018222304
SPGP0E01920,XP_018222302
SPGP0E01940,XP_018222300
SPGP0E01960,XP_018222298
SPGP0E01970,XP_018222297
SPGP0E01980,XP_018222296
SPGP0E01990,XP_018222295
SPGP0E02010,XP_018222293
SPGP0E02030,XP_018222291
SPGP0E02060,XP_018222288
SPGP0E02070,XP_018222287
SPGP0E02080,XP_018222286
SPGP0E02100,XP_018222284
SPGP0E02120,XP_018222282
SPGP0E02130,XP_018222281
SPGP0E02160,XP_018222278
SPGP0E02180,XP_018222277
SPGP0E02190,XP_018222276
SPGP0E02200,XP_018222275
SPGP0E02230,XP_018222272
SPGP0E02250,XP_018222270
SPGP0E02290,XP_018222266
SPGP0E02300,XP_018222265
SPGP0E02320,XP_018222263
SPGP0E02350,XP_018222260
SPGP0E02370,XP_018222258
SPGP0E02380,XP_018222257
SPGP0E02390,XP_018222256
SPGP0E02410,XP_018222254
SPGP0E02430,XP_018222252
SPGP0E02470,XP_018222248
SPGP0E02480,XP_018222247
SPGP0E02530,XP_018222243
SPGP0E02540,XP_018222242
SPGP0E02590,XP_018222237
SPGP0E02600,XP_018222236
SPGP0E02610,XP_018222235
SPGP0E02630,XP_018222233
SPGP0E02640,XP_018222232
SPGP0E02660,XP_018222229
SPGP0E02670,XP_018222228
SPGP0E02740,XP_018222222
SPGP0E02760,XP_018222220
SPGP0E02780,XP_018222218
SPGP0E02810,XP_018222214
SPGP0E02820,XP_018222213
SPGP0E02830,XP_018222212
SPGP0E02860,XP_018222209
SPGP0E02880,XP_018222207
