hybrid,parentA
SPGP0AA00790,YPL170W
SPGP0AA00810,YPL168W
SPGP0AA00830,YPL166W
SPGP0AA00840,YPL165C
SPGP0AA00860,YPL163C
SPGP0AA00880,YPL161C
SPGP0AA00900,YPL159C
SPGP0AA00910,YPL158C
SPGP0AA00920,YPL157W
SPGP0AA00930,YPL156C
SPGP0AA00940,YPL155C
SPGP0AA00970,YPL152W
SPGP0AA00980,YPL151C
SPGP0AA01000,YPL149W
SPGP0AA01010,YPL148C
SPGP0AA01050,YPL144W
SPGP0AA01080,YPL140C
SPGP0AA01100,YPL138C
SPGP0AA01110,YPL137C
SPGP0AA01120,YPL135W
SPGP0AA01180,YPL129W
SPGP0AA01190,YPL128C
SPGP0AA01200,YPL127C
SPGP0AA01230,YPL124W
SPGP0AA01250,YPL122C
SPGP0AA01260,YPL121C
SPGP0AA01270,YPL120W
SPGP0AA01280,YPL119C
SPGP0AA01300,YPL117C
SPGP0AA01380,YPL108W
SPGP0AA01390,YPL107W
SPGP0AA01420,YPL104W
SPGP0AA01430,YPL103C
SPGP0AA01440,YPL101W
SPGP0AA01450,YPL100W
SPGP0AA01460,YPL099C
SPGP0AA01470,YPL098C
SPGP0AA01480,YPL097W
SPGP0AA01490,YPL096C-A
SPGP0AA01500,YPL096W
SPGP0AA01510,YPL095C
SPGP0AA01570,YPL089C
SPGP0AA01580,YPL088W
SPGP0AA01590,YPL087W
SPGP0AA01610,YPL085W
SPGP0AA01620,YPL084W
SPGP0AA01630,YPL083C
SPGP0AA01650,YPL081W
SPGP0AA01670,YPL078C
SPGP0AA01680,YPL077C
SPGP0AA01690,YPL076W
SPGP0AA01720,YPL072W
SPGP0AA01730,YPL071C
SPGP0AA01760,YPL068C
SPGP0AA01770,YPL067C
SPGP0AA01780,YPL066W
SPGP0AA01790,YPL065W
SPGP0AA01800,YPL064C
SPGP0AA01810,YPL063W
SPGP0JU00100,YGR086C
SPGP0AB00130,YIL006W
SPGP0AB00140,YIL009C-A
SPGP0AB00150,YIL010W
SPGP0AB00160,YIL011W
SPGP0AB00180,YIL014W
SPGP0AB00190,YIL014C-A
SPGP0AB00210,YIL016W
SPGP0AB00220,YIL017C
SPGP0AB00250,YIL020C
SPGP0AB00280,YIL023C
SPGP0AB00290,YIL024C
SPGP0AB00300,YIL026C
SPGP0AB00330,YIL031W
SPGP0AB00370,YIL036W
SPGP0AB00380,YIL037C
SPGP0AB00410,YIL040W
SPGP0AB00430,YIL042C
SPGP0AB00440,YIL043C
SPGP0AB00450,YIL044C
SPGP0AB00510,YIL050W
SPGP0AB00570,YIL057C
SPGP0AB00580,YIL061C
SPGP0AB00610,YIL064W
SPGP0AB00620,YIL065C
SPGP0AB00680,YIL071C
SPGP0AB00700,YIL073C
SPGP0AB00710,YIL074C
SPGP0AB00730,YIL076W
SPGP0AB00760,YIL079C
SPGP0AB00780,YIL084C
SPGP0AB00790,YIL085C
SPGP0AB00800,YIL087C
SPGP0AB00810,YIL088C
SPGP0AB00820,YIL089W
SPGP0AB00830,YIL090W
SPGP0AB00850,YIL092W
SPGP0AB00890,YIL096C
SPGP0AB00910,YIL098C
SPGP0AB00920,YIL099W
SPGP0AB00940,YIL102C
SPGP0AB00950,YIL102C-A
SPGP0AB00970,YIL104C
SPGP0AB00990,YIL106W
SPGP0AB01040,YIL111W
SPGP0AB01050,YIL112W
SPGP0AB01060,YIL113W
SPGP0AB01070,YIL114C
SPGP0AB01090,YIL116W
SPGP0AB01100,YIL117C
SPGP0AB01110,YIL118W
SPGP0AB01120,YIL119C
SPGP0AB01130,YIL120W
SPGP0AB01140,YIL121W
SPGP0AB01200,YIL127C
SPGP0AB01210,YIL128W
SPGP0AB01230,YIL130W
SPGP0AB01250,YIL132C
SPGP0AB01270,YIL134W
SPGP0AB01290,YIL136W
SPGP0AB01310,YIL138C
SPGP0AB01330,YIL140W
SPGP0AB01360,YIL144W
SPGP0AB01370,YIL145C
SPGP0AB01450,YIL153W
SPGP0AB01470,YIL155C
SPGP0AB01480,YIL156W
SPGP0AB01490,YIL156W-B
SPGP0AB01500,YIL157C
SPGP0AB01510,YIL158W
SPGP0AB01560,YIL164C
SPGP0AB01570,YIL166C
SPGP0AB01580,YIL167W
SPGP0KH00100,R0010W
SPGP0KM00100,YKL222C
SPGP0AC00110,YPR017C
SPGP0AC00120,YPR018W
SPGP0AC00140,YPR020W
SPGP0AC00170,YPR023C
SPGP0AC00190,YPR025C
SPGP0AC00210,YPR027C
SPGP0AC00220,YPR028W
SPGP0AC00240,YPR030W
SPGP0AC00270,YPR033C
SPGP0AC00280,YPR034W
SPGP0AC00310,YPR036W-A
SPGP0AC00320,YPR037C
SPGP0AC00330,YPR040W
SPGP0AC00370,YPR045C
SPGP0AC00400,YPR048W
SPGP0AC00410,YPR049C
SPGP0AC00420,YPR051W
SPGP0AC00470,YPR057W
SPGP0AC00490,YPR060C
SPGP0AC00520,YPR063C
SPGP0AC00530,YPR065W
SPGP0AC00550,YPR067W
SPGP0AC00560,YPR068C
SPGP0AC00590,YPR071W
SPGP0AC00610,YPR073C
SPGP0AC00630,YPR075C
SPGP0AC00640,YPR078C
SPGP0AC00650,YPR079W
SPGP0AC00680,YPR082C
SPGP0AC00710,YPR085C
SPGP0AC00750,YPR091C
SPGP0AC00770,YPR094W
SPGP0AC00780,YPR095C
SPGP0AC00800,YPR098C
SPGP0AC00820,YPR101W
SPGP0AC00870,YPR106W
SPGP0AC00890,YPR108W
SPGP0AC00900,YPR109W
SPGP0AC00920,YPR111W
SPGP0AC00940,YPR113W
SPGP0AC00950,YPR114W
SPGP0AC00970,YPR116W
SPGP0AC01000,YPR119W
SPGP0AC01020,YPR121W
SPGP0AC01030,YPR122W
SPGP0AC01040,YPR124W
SPGP0AC01050,YPR125W
SPGP0AC01070,YPR128C
SPGP0AC01090,YPR131C
SPGP0AC01120,YPR133W-A
SPGP0AC01130,YPR134W
SPGP0AC01150,YPR137W
SPGP0AC01170,YPR139C
SPGP0AC01180,YPR140W
SPGP0AC01200,YPR143W
SPGP0AC01210,YPR144C
SPGP0AC01230,YPR145C-A
SPGP0AC01270,YPR151C
SPGP0AC01280,YPR152C
SPGP0AC01290,YPR153W
SPGP0AC01310,YPR155C
SPGP0AC01340,YPR158W
SPGP0B00880,YBL027W
SPGP0B03730,YDR267C
SPGP0B04430,YDR342C
SPGP0KQ00100,YGL192W
SPGP0AD00120,YKR101W
SPGP0AD00150,YKR098C
SPGP0AD00170,YKR096W
SPGP0AD00180,YKR095W-A
SPGP0AD00220,YKR092C
SPGP0AD00230,YKR091W
SPGP0AD00240,YKR090W
SPGP0AD00250,YKR089C
SPGP0AD00260,YKR088C
SPGP0AD00270,YKR087C
SPGP0AD00290,YKR085C
SPGP0AD00300,YKR084C
SPGP0AD00310,YKR083C
SPGP0AD00350,YKR079C
SPGP0AD00360,YKR078W
SPGP0AD00370,YKR077W
SPGP0AD00380,YKR076W
SPGP0AD00390,YKR075C
SPGP0AD00400,YKR074W
SPGP0AD00410,YKR072C
SPGP0AD00420,YKR071C
SPGP0AD00450,YKR068C
SPGP0AD00470,YKR066C
SPGP0AD00480,YKR065C
SPGP0AD00500,YKR063C
SPGP0AD00550,YKR058W
SPGP0AD00570,YKR056W
SPGP0AD00580,YKR055W
SPGP0AD00600,YKR053C
SPGP0AD00620,YKR051W
SPGP0AD00640,YKR049C
SPGP0AD00650,YKR048C
SPGP0AD00670,YKR045C
SPGP0AD00680,YKR044W
SPGP0AD00700,YKR042W
SPGP0AD00730,YKR038C
SPGP0AD00750,YKR036C
SPGP0AD00790,YKR030W
SPGP0AD00820,YKR027W
SPGP0AD00840,YKR025W
SPGP0AD00870,YKR022C
SPGP0AD00880,YKR021W
SPGP0AD00890,YKR020W
SPGP0AD00920,YKR017C
SPGP0AD00970,YKR013W
SPGP0AD00980,YKR011C
SPGP0AD01000,YKR009C
SPGP0AD01020,YKR007W
SPGP0AD01030,YKR006C
SPGP0AD01040,YKR005C
SPGP0AD01060,YKR003W
SPGP0AD01110,YKL003C
SPGP0AD01130,YKL005C
SPGP0AD01140,YKL006W
SPGP0AD01160,YKL007W
SPGP0AD01170,YKL008C
SPGP0AD01200,YKL011C
SPGP0AD01220,YKL013C
SPGP0AD01260,YKL017C
SPGP0AD01290,YKL019W
SPGP0AD01300,YKL020C
SPGP0AE00100,YFR057W
SPGP0AE00110,YFR055W
SPGP0AE00120,YFR054C
SPGP0AE00130,YFR053C
SPGP0AE00140,YFR052W
SPGP0AE00150,YFR051C
SPGP0AE00160,YFR050C
SPGP0AE00170,YFR049W
SPGP0AE00180,YFR048W
SPGP0AE00190,YFR047C
SPGP0AE00200,YFR046C
SPGP0AE00210,YFR045W
SPGP0AE00220,YFR044C
SPGP0AE00230,YFR043C
SPGP0AE00240,YFR042W
SPGP0AE00250,YFR041C
SPGP0AE00260,YFR040W
SPGP0AE00270,YFR039C
SPGP0AE00280,YFR038W
SPGP0AE00290,YFR037C
SPGP0AE00300,YFR036W
SPGP0AE00310,YFR035C
SPGP0AE00320,YFR034C
SPGP0AE00330,YFR033C
SPGP0AE00340,YFR032C-A
SPGP0AE00350,YFR032C
SPGP0AE00360,YFR031C-A
SPGP0AE00370,YFR031C
SPGP0AE00380,YFR030W
SPGP0AE00390,YFR029W
SPGP0AF00450,YFR025C
SPGP0AE00410,YFR024C-A
SPGP0AE00420,YFR023W
SPGP0AE00430,YFR022W
SPGP0AE00440,YFR021W
SPGP0AE00450,YFR020W
SPGP0AE00460,YFR019W
SPGP0AE00470,YFR018C
SPGP0AE00480,YFR017C
SPGP0AE00490,YFR016C
SPGP0AE00500,YFR015C
SPGP0AE00510,YFR014C
SPGP0AE00520,YFR013W
SPGP0AE00530,YFR012W-A
SPGP0AE00540,YFR012W
SPGP0AE00550,YFR011C
SPGP0AE00560,YFR010W
SPGP0AE00570,YFR009W
SPGP0AE00580,YFR008W
SPGP0AE00590,YFR007W
SPGP0AE00600,YFR006W
SPGP0AE00610,YFR005C
SPGP0AE00620,YFR004W
SPGP0AE00630,YFR003C
SPGP0AE00640,YFR002W
SPGP0AE00650,YFR001W
SPGP0AE00660,YFL001W
SPGP0AE00670,YFL002C
SPGP0AE00680,YFL003C
SPGP0AE00690,YFL004W
SPGP0AE00700,YFL007W
SPGP0AE00710,YFL008W
SPGP0AE00720,YFL009W
SPGP0AE00730,YFL010C
SPGP0AE00740,YFL011W
SPGP0AE00750,YFL012W
SPGP0AE00760,YFL013C
SPGP0AE00770,YFL014W
SPGP0AE00780,YFL016C
SPGP0AE00790,YFL017C
SPGP0AE00800,YFL017W-A
SPGP0AE00810,YFL018C
SPGP0AE00820,YFL020C
SPGP0AE00830,YFL021W
SPGP0AE00840,YFL022C
SPGP0AE00860,YFL023W
SPGP0AE00870,YFL024C
SPGP0AE00880,YFL025C
SPGP0AE00890,YFL026W
SPGP0AE00900,YFL027C
SPGP0AE00910,YFL028C
SPGP0AE00920,YFL029C
SPGP0AE00930,YFL030W
SPGP0AE00940,YFL031W
SPGP0AE00950,YFL033C
SPGP0AE00960,YFL034W
SPGP0AE00970,YFL034C-A
SPGP0AE00980,YFL034C-B
SPGP0AE00990,YFL036W
SPGP0AE01000,YFL037W
SPGP0AE01010,YFL038C
SPGP0AE01020,YFL039C
SPGP0AE01030,YFL040W
SPGP0AE01040,YFL041W
SPGP0AE01050,YFL042C
SPGP0AE01060,YFL044C
SPGP0AE01070,YFL045C
SPGP0AE01080,YFL046W
SPGP0AE01090,YFL047W
SPGP0AE01100,YFL048C
SPGP0AE01110,YFL049W
SPGP0AE01120,YFL050C
SPGP0AE01130,YFL051C
SPGP0AE01140,YHR213W-B
SPGP0AE01160,YAR071W
SPGP0AE01170,YHR216W
SPGP0LN00100,YCR095C
SPGP0BX00120,YFR028C
SPGP0BX00110,YFR027W
SPGP0LW00100,YJL078C
SPGP0AG00110,YCR040W
SPGP0AH00130,YCL059C
SPGP0AH00160,YCL057W
SPGP0AH00180,YCL055W
SPGP0AH00190,YCL054W
SPGP0AH00220,YCL050C
SPGP0AH00250,YCL048W
SPGP0AH00270,YCL045C
SPGP0AH00280,YCL044C
SPGP0AH00290,YCL043C
SPGP0AH00300,YCL040W
SPGP0AH00310,YCL039W
SPGP0AH00330,YCL037C
SPGP0AH00340,YCL036W
SPGP0AH00390,YCL031C
SPGP0AH00400,YCL030C
SPGP0AH00410,YCL029C
SPGP0AH00460,YCL025C
SPGP0AH00490,YCL018W
SPGP0AH00500,YCL017C
SPGP0AH00510,YCL016C
SPGP0AH00520,YCL014W
SPGP0AH00540,YCL011C
SPGP0AH00550,YCL010C
SPGP0AH00560,YCL009C
SPGP0AH00570,YCL008C
SPGP0AG00590,YCL005W-A
SPGP0AH00590,YCL005W
SPGP0AH00620,YCL001W
SPGP0CF00100,YCR002C
SPGP0AH00650,YCR003W
SPGP0AH00660,YCR004C
SPGP0AH00690,YCR008W
SPGP0AH00720,YCR011C
SPGP0AH00730,YCR012W
SPGP0AH00770,YCR017C
SPGP0AH00800,YCR019W
SPGP0AH00850,YCR023C
SPGP0AH00870,YCR024C-A
SPGP0AH00900,YCR028C
SPGP0AH00920,YCR030C
SPGP0AG00950,YCR031C
SPGP0AH00950,YCR033W
SPGP0AH00960,YCR034W
SPGP0AH00970,YCR035C
SPGP0AH00100,YCL064C
SPGP0AH00110,YCL063W
SPGP0AH00120,YCL061C
SPGP0AH00140,YCL058C
SPGP0AH00150,YCL057C-A
SPGP0AH00170,YCL056C
SPGP0AH00200,YCL052C
SPGP0AH00210,YCL051W
SPGP0AH00230,YCL049C
SPGP0AH00240,YCL048W-A
SPGP0AH00260,YCL047C
SPGP0AH00320,YCL038C
SPGP0AH00350,YCL035C
SPGP0AH00360,YCL034W
SPGP0AH00370,YCL033C
SPGP0AH00380,YCL032W
SPGP0AH00420,YCL028W
SPGP0AH00430,YCL027W
SPGP0AH00440,YCL026C-B
SPGP0AH00450,YCL026C-A
SPGP0AH00470,YCL024W
SPGP0AH00480,YCL021W-A
SPGP0AH00530,YCL012C
SPGP0AH00580,YCL007C
SPGP0AH00600,YCL004W
SPGP0AH00610,YCL002C
SPGP0AH00630,YCL001W-A
SPGP0AH00670,YCR005C
SPGP0AH00680,YCR007C
SPGP0AH00700,YCR009C
SPGP0AH00710,YCR010C
SPGP0AH00740,YCR014C
SPGP0AH00750,YCR015C
SPGP0AH00760,YCR016W
SPGP0AH00780,YCR018C
SPGP0AH00790,YHR145C
SPGP0AH00810,YCR020C
SPGP0AH00820,YCR020C-A
SPGP0AH00830,YCR020W-B
SPGP0AH00840,YCR021C
SPGP0AH00860,YCR024C
SPGP0AH00880,YCR026C
SPGP0AH00890,YCR027C
SPGP0AH00910,YCR028C-A
SPGP0AH00940,YCR032W
SPGP0AH00980,YCR036W
SPGP0AH00990,YCR037C
SPGP0AH01000,YCR038C
SPGP0AI00100,YAL062W
SPGP0AJ00820,YAL059W
SPGP0AJ00800,YAL056W
SPGP0AJ00760,YAL051W
SPGP0AJ00740,YAL048C
SPGP0AJ00720,YAL046C
SPGP0AJ00690,YAL043C
SPGP0AJ00680,YAL042W
SPGP0AJ00670,YAL041W
SPGP0AJ00660,YAL040C
SPGP0AJ00640,YAL038W
SPGP0AJ00620,YAL036C
SPGP0AJ00610,YAL035W
SPGP0AJ00600,YAL034W-A
SPGP0AJ00590,YAL034C
SPGP0AJ00580,YAL033W
SPGP0AJ00560,YAL031C
SPGP0AJ00540,YAL029C
SPGP0AJ00520,YAL026C
SPGP0AJ00500,YAL024C
SPGP0AJ00490,YAL023C
SPGP0AJ00480,YAL022C
SPGP0AJ00470,YAL021C
SPGP0AJ00460,YAL020C
SPGP0AJ00450,YAL019W
SPGP0AJ00420,YAL016W
SPGP0AJ00400,YAL014C
SPGP0AJ00390,YAL013W
SPGP0AJ00380,YAL012W
SPGP0AJ00370,YAL011W
SPGP0AJ00330,YAL007C
SPGP0AI00650,YAL003W
SPGP0AJ00280,YAR002C-A
SPGP0AJ00270,YAR003W
SPGP0AJ00260,YAR007C
SPGP0AJ00250,YAR008W
SPGP0AJ00240,YAR014C
SPGP0AJ00230,YAR015W
SPGP0AJ00130,YAR035W
SPGP0AJ00120,YAR042W
SPGP0AM00620,YPR204W
SPGP0AJ00140,YAR031W
SPGP0AJ00150,YAR029W
SPGP0AJ00170,YAR028W
SPGP0AJ00180,YAR027W
SPGP0AJ00190,YAR023C
SPGP0AJ00210,YAR019C
SPGP0AJ00220,YAR018C
SPGP0AJ00290,YAR002W
SPGP0AJ00300,YAL001C
SPGP0AJ00310,YAL002W
SPGP0AJ00340,YAL008W
SPGP0AJ00350,YAL009W
SPGP0AJ00360,YAL010C
SPGP0AJ00410,YAL015C
SPGP0AJ00430,YAL017W
SPGP0AJ00440,YAL018C
SPGP0AJ00510,YAL025C
SPGP0AJ00530,YAL027W
SPGP0AJ00550,YAL030W
SPGP0AJ00570,YAL032C
SPGP0AJ00630,YAL037W
SPGP0AJ00650,YAL039C
SPGP0AJ00700,YAL044C
SPGP0AJ00710,YAL044W-A
SPGP0AJ00730,YAL047C
SPGP0AJ00750,YAL049C
SPGP0AJ00770,YAL053W
SPGP0AJ00780,YAL054C
SPGP0AJ00790,YAL055W
SPGP0AJ00810,YAL058W
SPGP0AJ00830,YAL060W
SPGP0AK00110,YGL258W-A
SPGP0AK00120,YGL258W
SPGP0AK00130,YGL257C
SPGP0AK00150,YGL255W
SPGP0AK00160,YGL254W
SPGP0AK00170,YGL253W
SPGP0AK00180,YGL252C
SPGP0AK00190,YGL251C
SPGP0AK00200,YGL250W
SPGP0AK00210,YGL249W
SPGP0AK00220,YGL248W
SPGP0AK00230,YGL247W
SPGP0AK00240,YGL246C
SPGP0AK00250,YGL245W
SPGP0AK00260,YGL244W
SPGP0AK00270,YGL243W
SPGP0AK00280,YGL242C
SPGP0AK00290,YGL241W
SPGP0AK00300,YGL240W
SPGP0AK00310,YGL238W
SPGP0AK00320,YGL237C
SPGP0AK00330,YGL236C
SPGP0AK00340,YGL234W
SPGP0AK00350,YGL233W
SPGP0AK00360,YGL232W
SPGP0AK00370,YGL231C
SPGP0AK00380,YGL230C
SPGP0AK00390,YGL229C
SPGP0AK00400,YGL228W
SPGP0AK00410,YGL227W
SPGP0AK00420,YGL226C-A
SPGP0AK00430,YGL226W
SPGP0AK00440,YGL225W
SPGP0AK00450,YGL224C
SPGP0AK00460,YGL223C
SPGP0AK00470,YGL222C
SPGP0AK00480,YGL221C
SPGP0AK00490,YGL220W
SPGP0AK00500,YGL219C
SPGP0AK00510,YGL216W
SPGP0AK00520,YGL215W
SPGP0AK00530,YGL213C
SPGP0AK00540,YGL212W
SPGP0AK00550,YGL211W
SPGP0AK00560,YGL210W
SPGP0AK00570,YGL209W
SPGP0AK00580,YGL208W
SPGP0AK00590,YGL207W
SPGP0AK00600,YGL206C
SPGP0AK00610,YGL205W
SPGP0AK00620,YGL203C
SPGP0AK00630,YGL201C
SPGP0AK00640,YGL200C
SPGP0AK00650,YGL198W
SPGP0AK00660,YGL197W
SPGP0AK00670,YGL196W
SPGP0AK00680,YGL195W
SPGP0AK00690,YGL194C-A
SPGP0AK00700,YGL194C
SPGP0AK00710,YGL191W
SPGP0AK00720,YGL190C
SPGP0AK00730,YGL189C
SPGP0AK00740,YGL187C
SPGP0AK00750,YGL186C
SPGP0AK00760,YGL185C
SPGP0AK00770,YGL184C
SPGP0AK00780,YGL183C
SPGP0AK00790,YGL181W
SPGP0AK00800,YGL180W
SPGP0AK00810,YGL179C
SPGP0AM00110,YER140W
SPGP0AM00140,YER143W
SPGP0AM00150,YER144C
SPGP0AM00170,YER146W
SPGP0AM00200,YER149C
SPGP0AM00210,YER150W
SPGP0AM00240,YER153C
SPGP0AM00270,YER156C
SPGP0AM00300,YER159C
SPGP0AM00310,YER161C
SPGP0AM00320,YER162C
SPGP0AM00330,YER163C
SPGP0AM00380,YER168C
SPGP0AM00400,YER170W
SPGP0AM00440,YER174C
SPGP0AM00450,YER175C
SPGP0AM00460,YER176W
SPGP0AM00490,YER179W
SPGP0AM00500,YER180C
SPGP0AM00510,YER180C-A
SPGP0AM00520,YER182W
SPGP0AM00540,YER184C
SPGP0AM00550,YER185W
SPGP0AM00560,YER186C
SPGP0AM00570,YER187W
SPGP0AM00610,YPL283C
SPGP0D02510,YOR071C
SPGP0C04380,YLR413W
SPGP0AO00510,YLR414C
SPGP0AO00480,YLR419W
SPGP0AO00450,YLR422W
SPGP0AO00440,YLR423C
SPGP0AO00430,YLR424W
SPGP0AO00420,YLR425W
SPGP0AO00400,YLR427W
SPGP0AO00390,YLR429W
SPGP0AO00380,YLR430W
SPGP0AO00370,YLR431C
SPGP0AO00360,YLR432W
SPGP0AO00350,YLR433C
SPGP0AO00310,YLR438W
SPGP0AO00270,YLR441C
SPGP0AO00250,YLR443W
SPGP0AO00220,YLR446W
SPGP0AO00210,YLR447C
SPGP0AO00200,YLR448W
SPGP0AO00190,YLR449W
SPGP0AO00180,YLR450W
SPGP0AO00170,YLR451W
SPGP0AO00160,YLR452C
SPGP0AO00140,YLR454W
SPGP0AO00130,YLR455W
SPGP0C04810,YIR042C
SPGP0AN00100,YPR004C
SPGP0AN00140,YPL001W
SPGP0AN00160,YPL003W
SPGP0AN00180,YPL005W
SPGP0AN00200,YPL007C
SPGP0AN00210,YPL008W
SPGP0AN00230,YPL010W
SPGP0AN00240,YPL011C
SPGP0AN00260,YPL013C
SPGP0AN00270,YPL014W
SPGP0AN00300,YPL017C
SPGP0AN00310,YPL018W
SPGP0AN00330,YPL020C
SPGP0AN00340,YPL021W
SPGP0AN00380,YPL026C
SPGP0AN00390,YPL027W
SPGP0AN00420,YPL030W
SPGP0AN00430,YPL031C
SPGP0AN00440,YPL032C
SPGP0AN00450,YPL033C
SPGP0AN00460,YPL034W
SPGP0AN00470,YPL036W
SPGP0AN00510,YPL040C
SPGP0AN00520,YPL041C
SPGP0AN00570,YPL047W
SPGP0AN00590,YPL049C
SPGP0AN00600,YPL050C
SPGP0AN00620,YPL052W
SPGP0AN00630,YPL053C
SPGP0AN00640,YPL054W
SPGP0AO00100,YLR459W
SPGP0AO00110,YLR457C
SPGP0AO00120,YLR456W
SPGP0AO00150,YLR453C
SPGP0AO00230,YLR445W
SPGP0AO00260,YLR442C
SPGP0AO00280,YLR440C
SPGP0AO00290,YLR439W
SPGP0AO00300,YLR438C-A
SPGP0AO00320,YLR437C
SPGP0AO00330,YLR436C
SPGP0AO00340,YLR435W
SPGP0AO00410,YLR426W
SPGP0AO00460,YLR421C
SPGP0AO00470,YLR420W
SPGP0AO00490,YLR418C
SPGP0AO00500,YLR417W
SPGP0AP00100,YHR166C
SPGP0AP00110,YHR167W
SPGP0AP00120,YHR168W
SPGP0AP00130,YHR169W
SPGP0AP00140,YHR170W
SPGP0AP00150,YHR171W
SPGP0AP00160,YHR172W
SPGP0AP00170,YHR173C
SPGP0AP00180,YHR174W
SPGP0AP00190,YHR175W
SPGP0AP00200,YHR176W
SPGP0AP00210,YHR177W
SPGP0AP00220,YHR178W
SPGP0AP00230,YHR179W
SPGP0AP00240,YHR180W
SPGP0AP00250,YHR181W
SPGP0AP00260,YHR182W
SPGP0AP00270,YHR183W
SPGP0AP00280,YHR184W
SPGP0AP00290,YHR185C
SPGP0AP00300,YHR186C
SPGP0AP00310,YHR187W
SPGP0AP00320,YHR188C
SPGP0AP00330,YHR189W
SPGP0AP00340,YHR190W
SPGP0AP00350,YHR191C
SPGP0AP00360,YHR192W
SPGP0AP00370,YHR193C
SPGP0AP00380,YHR194W
SPGP0AP00390,YHR195W
SPGP0AP00400,YHR196W
SPGP0AP00410,YHR197W
SPGP0AP00420,YHR198C
SPGP0AP00430,YHR199C
SPGP0AP00440,YHR199C-A
SPGP0AP00450,YHR200W
SPGP0AP00460,YHR201C
SPGP0AP00470,YHR202W
SPGP0AP00490,YHR204W
SPGP0AP00500,YHR205W
SPGP0AP00510,YHR206W
SPGP0AP00520,YHR207C
SPGP0AP00530,YHR208W
SPGP0AP00540,YHR209W
SPGP0AS00120,YPL276W
SPGP0AS00130,YPL274W
SPGP0AS00150,YPL272C
SPGP0AS00160,YPL271W
SPGP0AS00170,YPL270W
SPGP0AS00180,YPL269W
SPGP0AS00190,YPL268W
SPGP0AS00200,YPL267W
SPGP0AS00210,YPL266W
SPGP0AS00220,YPL265W
SPGP0AS00230,YPL264C
SPGP0AS00240,YPL263C
SPGP0AS00250,YPL262W
SPGP0AS00260,YPL260W
SPGP0AS00270,YPL259C
SPGP0AS00280,YPL258C
SPGP0AS00290,YPL257W
SPGP0AS00310,YPL256C
SPGP0AS00320,YPL255W
SPGP0AS00330,YPL254W
SPGP0AS00340,YPL253C
SPGP0AS00350,YPL252C
SPGP0AS00360,YPL250C
SPGP0AS00370,YPL249C-A
SPGP0AS00380,YPL249C
SPGP0AS00390,YPL248C
SPGP0AS00400,YPL247C
SPGP0AS00410,YPL246C
SPGP0AT00100,YPR201W
SPGP0AT00110,YPR200C
SPGP0AT00120,YPR199C
SPGP0AT00130,YPR198W
SPGP0AT00150,YPR194C
SPGP0AT00160,YPR193C
SPGP0AT00170,YPR192W
SPGP0AT00180,YPR191W
SPGP0AT00190,YPR190C
SPGP0AT00200,YPR189W
SPGP0AT00220,YPR187W
SPGP0AT00250,YPR184W
SPGP0AT00280,YPR181C
SPGP0AT00310,YPR178W
SPGP0AT00330,YPR175W
SPGP0AT00380,YPR170W-B
SPGP0AT00390,YPR169W
SPGP0AT00410,YPR167C
SPGP0AU00100,YOR344C
SPGP0AU00110,YOR346W
SPGP0AU00120,YOR347C
SPGP0AU00130,YOR348C
SPGP0H03600,YOR349W
SPGP0AU00150,YOR350C
SPGP0AU00160,YOR351C
SPGP0AU00170,YOR352W
SPGP0AU00180,YOR353C
SPGP0AU00190,YOR354C
SPGP0AU00200,YOR355W
SPGP0AU00210,YOR356W
SPGP0AU00220,YOR357C
SPGP0AU00230,YOR358W
SPGP0AU00240,YOR359W
SPGP0AU00250,YOR360C
SPGP0AU00260,YOR361C
SPGP0AU00270,YOR362C
SPGP0AU00280,YOR363C
SPGP0AU00290,YOR365C
SPGP0AU00300,YOR367W
SPGP0AV00100,YKL219W
SPGP0AV00110,YKL218C
SPGP0AV00120,YKL217W
SPGP0AV00150,YKL214C
SPGP0AV00160,YKL213C
SPGP0AW00100,YHR150W
SPGP0AW00120,YHR152W
SPGP0AW00130,YHR153C
SPGP0AW00170,YHR156C
SPGP0AW00180,YHR157W
SPGP0AW00190,YHR158C
SPGP0AW00200,YHR159W
SPGP0AW00210,YHR160C
SPGP0AW00220,YHR161C
SPGP0AW00230,YHR162W
SPGP0AW00240,YHR163W
SPGP0D00100,YOR342C
SPGP0D00110,YOR341W
SPGP0D00120,YOR340C
SPGP0D00130,YOR339C
SPGP0D00140,YOR338W
SPGP0D00150,YOR337W
SPGP0D00160,YOR336W
SPGP0D00170,YOR335C
SPGP0D00180,YOR334W
SPGP0D00190,YOR332W
SPGP0D00200,YOR330C
SPGP0D00210,YOR329C
SPGP0D00220,YOR328W
SPGP0D00230,YOR327C
SPGP0D00240,YOR326W
SPGP0D00250,YOR324C
SPGP0D00260,YOR323C
SPGP0D00270,YOR322C
SPGP0D00280,YOR321W
SPGP0D00290,YOR320C
SPGP0D00300,YOR319W
SPGP0D00310,YOR317W
SPGP0D00320,YOR316C
SPGP0D00330,YOR315W
SPGP0D00340,YOR313C
SPGP0D00350,YOR311C
SPGP0D00360,YOR310C
SPGP0D00370,YOR308C
SPGP0D00380,YOR307C
SPGP0D00390,YOR306C
SPGP0D00400,YOR305W
SPGP0D00410,YOR304C-A
SPGP0D00420,YOR304W
SPGP0D00430,YOR303W
SPGP0D00440,YOR302W
SPGP0D00450,YOR301W
