Homologs_list	parentB-like content	hybrid content	parentA-like content
YDR460W; XP_018223983.1	XP_018223983.1		YDR460W
YDR457W; XP_018223980.1	XP_018223980.1		YDR457W
YDR456W; XP_018223979.1	XP_018223979.1		YDR456W
SPGP0A00930; YML026C; XP_018223974.1; SPGP0F03290	XP_018223974.1	SPGP0A00930; SPGP0F03290	YML026C
YDR449C; XP_018223973.1	XP_018223973.1		YDR449C
YDR448W; XP_018223972.1	XP_018223972.1		YDR448W
YDR447C; XP_018223971.1; XP_018220042.1; SPGP0G03220	XP_018223971.1; XP_018220042.1	SPGP0G03220	YDR447C
YDR443C; XP_018223968.1	XP_018223968.1		YDR443C
YDR438W; XP_018223964.1	XP_018223964.1		YDR438W
YDR437W; XP_018223963.1	XP_018223963.1		YDR437W
YDR434W; XP_018223960.1	XP_018223960.1		YDR434W
YDR432W; XP_018223959.1	XP_018223959.1		YDR432W
YDR429C; XP_018223957.1	XP_018223957.1		YDR429C
YDR421W; XP_018223952.1	XP_018223952.1		YDR421W
YDR419W; XP_018223950.1	XP_018223950.1		YDR419W
YDR416W; XP_018223948.1	XP_018223948.1		YDR416W
YDR412W; XP_018223945.1	XP_018223945.1		YDR412W
YDR407C; XP_018223941.1	XP_018223941.1		YDR407C
YDR406W; SPGP0B05060; YOR153W; XP_018219369.1	XP_018219369.1	SPGP0B05060	YDR406W; YOR153W
YDR404C; XP_018223938.1	XP_018223938.1		YDR404C
YDR399W; XP_018223934.1	XP_018223934.1		YDR399W
YDR397C; XP_018223932.1	XP_018223932.1		YDR397C
YDR395W; XP_018223931.1	XP_018223931.1		YDR395W
YDR394W; XP_018223930.1	XP_018223930.1		YDR394W
SPGP0Atrna18G; DI49_0567; DI49_4977; SPGP0Dtrna30G	DI49_0567; DI49_4977	SPGP0Atrna18G; SPGP0Dtrna30G	
YDR389W; XP_018223925.1	XP_018223925.1		YDR389W
YDR388W; XP_018223924.1	XP_018223924.1		YDR388W
YDR386W; XP_018223922.1	XP_018223922.1		YDR386W
YOR133W; YDR385W; XP_018223921.1; XP_018219352.1	XP_018223921.1; XP_018219352.1		YOR133W; YDR385W
YDR384C; XP_018223920.1	XP_018223920.1		YDR384C
YDR382W; XP_018223918.1	XP_018223918.1		YDR382W
YDR375C; XP_018223912.1	XP_018223912.1		YDR375C
YDR372C; XP_018223908.1	XP_018223908.1		YDR372C
YDR365C; XP_018223903.1	XP_018223903.1		YDR365C
YDR364C; XP_018223902.1	XP_018223902.1		YDR364C
YDR363W-A; XP_018223901.1	XP_018223901.1		YDR363W-A
YDR362C; XP_018223899.1	XP_018223899.1		YDR362C
YDR361C; XP_018223898.1	XP_018223898.1		YDR361C
YDR358W; XP_018223896.1	XP_018223896.1		YDR358W
YDR356W; XP_018223894.1	XP_018223894.1		YDR356W
YDR354W; XP_018223893.1	XP_018223893.1		YDR354W
YDR353W; XP_018223892.1	XP_018223892.1		YDR353W
YDR350C; XP_018223889.1	XP_018223889.1		YDR350C
YDR346C; XP_018223885.1	XP_018223885.1		YDR346C
YDR341C; XP_018223883.1	XP_018223883.1		YDR341C
YDR338C; XP_018223881.1	XP_018223881.1		YDR338C
YDR337W; XP_018223880.1	XP_018223880.1		YDR337W
YDR335W; XP_018223878.1	XP_018223878.1		YDR335W
YDR334W; XP_018223877.1	XP_018223877.1		YDR334W
YDR329C; XP_018223872.1	XP_018223872.1		YDR329C
YDR325W; XP_018223869.1	XP_018223869.1		YDR325W
YDR324C; XP_018223868.1	XP_018223868.1		YDR324C
YDR322C-A; XP_018223866.1	XP_018223866.1		YDR322C-A
YDR322W; XP_018223865.1	XP_018223865.1		YDR322W
YDR321W; XP_018223864.1	XP_018223864.1		YDR321W
YDR320C-A; XP_018223863.1	XP_018223863.1		YDR320C-A
YDR316W; XP_018223858.1	XP_018223858.1		YDR316W
YDR312W; YHR066W			YDR312W; YHR066W
YDR310C; XP_018223852.1	XP_018223852.1		YDR310C
SPGP0Atrna12V; SPGP0APtrna34V; DI49_2588; DI49_0484	DI49_2588; DI49_0484	SPGP0Atrna12V; SPGP0APtrna34V	
YDR303C; XP_018223845.1	XP_018223845.1		YDR303C
YDR301W; XP_018223843.1	XP_018223843.1		YDR301W
YDR300C; XP_018223842.1	XP_018223842.1		YDR300C
YDR299W; XP_018223841.1	XP_018223841.1		YDR299W
YDR298C; XP_018223840.1	XP_018223840.1		YDR298C
YDR297W; XP_018223839.1	XP_018223839.1		YDR297W
YDR294C; XP_018223836.1	XP_018223836.1		YDR294C
YDR293C; XP_018223835.1	XP_018223835.1		YDR293C
YDR292C; XP_018223834.1	XP_018223834.1		YDR292C
YDR291W; XP_018223833.1	XP_018223833.1		YDR291W
YDR287W; XP_018223830.1	XP_018223830.1		YDR287W
YDR285W; XP_018223828.1	XP_018223828.1		YDR285W
YDR283C; XP_018223826.1	XP_018223826.1		YDR283C
YDR280W; XP_018223823.1	XP_018223823.1		YDR280W
YDR277C; XP_018223821.1	XP_018223821.1		YDR277C
YDR276C; XP_018223820.1	XP_018223820.1		YDR276C
YDR270W; XP_018223816.1	XP_018223816.1		YDR270W
YDR268W; XP_018223815.1	XP_018223815.1		YDR268W
YDR265W; XP_018223812.1	XP_018223812.1		YDR265W
YDR263C; XP_018223810.1	XP_018223810.1		YDR263C
YDR258C; XP_018223805.1	XP_018223805.1		YDR258C
YDR256C; XP_018223803.1	XP_018223803.1		YDR256C
YDR248C; XP_018223796.1	XP_018223796.1		YDR248C
YDR245W; XP_018223793.1	XP_018223793.1		YDR245W
YDR244W; XP_018223792.1	XP_018223792.1		YDR244W
YDR242W; SPGP0B03490		SPGP0B03490	YDR242W
YDR240C; XP_018223790.1	XP_018223790.1		YDR240C
YDR238C; XP_018223788.1	XP_018223788.1		YDR238C
YDR236C; XP_018223786.1	XP_018223786.1		YDR236C
YDR235W; XP_018223785.1	XP_018223785.1		YDR235W
YDR234W; XP_018223784.1	XP_018223784.1		YDR234W
YDR233C; XP_018223782.1	XP_018223782.1		YDR233C
YDR232W; XP_018223781.1	XP_018223781.1		YDR232W
YDR231C; XP_018223780.1	XP_018223780.1		YDR231C
YDR229W; XP_018223779.1	XP_018223779.1		YDR229W
YDR228C; XP_018223778.1	XP_018223778.1		YDR228C
YDR226W; XP_018223776.1	XP_018223776.1		YDR226W
YDR221W; XP_018223771.1	XP_018223771.1		YDR221W
YDR216W; XP_018223768.1	XP_018223768.1		YDR216W
YDR213W; XP_018223766.1; XP_018220641.1; YLR228C	XP_018223766.1; XP_018220641.1		YDR213W; YLR228C
YDR212W; XP_018223765.1	XP_018223765.1		YDR212W
SPGP0Atrna15I; SPGP0Ttrna25I; DI49_0395; SPGP0Ctrna9I	DI49_0395	SPGP0Atrna15I; SPGP0Ttrna25I; SPGP0Ctrna9I	
YDR208W; XP_018223763.1	XP_018223763.1		YDR208W
YDR206W; XP_018223761.1	XP_018223761.1		YDR206W
YDR204W; XP_018223759.1	XP_018223759.1		YDR204W
YDR202C; XP_018223758.1	XP_018223758.1		YDR202C
YDR201W; XP_018223757.1	XP_018223757.1		YDR201W
YDR198C; XP_018223755.1	XP_018223755.1		YDR198C
YDR195W; XP_018223752.1	XP_018223752.1		YDR195W
YDR194C; XP_018223751.1	XP_018223751.1		YDR194C
YDR190C; XP_018223749.1	XP_018223749.1		YDR190C
YDR189W; XP_018223748.1	XP_018223748.1		YDR189W
YDR188W; XP_018223747.1	XP_018223747.1		YDR188W
YDR186C; XP_018223746.1	XP_018223746.1		YDR186C
YDR185C; XP_018223745.1	XP_018223745.1		YDR185C
YDR180W; XP_018223740.1	XP_018223740.1		YDR180W
YDR176W; XP_018223735.1	XP_018223735.1		YDR176W
YDR174W; XP_018223733.1	XP_018223733.1		YDR174W
YDR173C; XP_018223732.1	XP_018223732.1		YDR173C
YDR172W; XP_018223731.1	XP_018223731.1		YDR172W
YDR170C; XP_018223729.1	XP_018223729.1		YDR170C
YDR169C; XP_018223727.1	XP_018223727.1		YDR169C
YDR168W; XP_018223726.1	XP_018223726.1		YDR168W
YDR165W; XP_018223723.1	XP_018223723.1		YDR165W
YDR162C; XP_018223720.1	XP_018223720.1		YDR162C
YDR158W; XP_018223716.1	XP_018223716.1		YDR158W
YDR155C; XP_018223714.1	XP_018223714.1		YDR155C
YDR153C; XP_018223713.1	XP_018223713.1		YDR153C
YDR151C; XP_018223711.1	XP_018223711.1		YDR151C
YDR148C; XP_018223710.1	XP_018223710.1		YDR148C
YDR145W; XP_018223707.1	XP_018223707.1		YDR145W
YDR143C; XP_018223705.1	XP_018223705.1		YDR143C
YDR142C; XP_018223704.1	XP_018223704.1		YDR142C
YDR141C; XP_018223703.1	XP_018223703.1		YDR141C
YDR135C; XP_018223698.1	XP_018223698.1		YDR135C
YDR134C; YLR110C; XP_018223697.1; SPGP0C01720	XP_018223697.1	SPGP0C01720	YDR134C; YLR110C
YDR129C; XP_018223693.1	XP_018223693.1		YDR129C
YDR127W; XP_018223691.1	XP_018223691.1		YDR127W
YDR126W; XP_018223690.1	XP_018223690.1		YDR126W
YDR123C; XP_018223687.1	XP_018223687.1		YDR123C
YDR122W; XP_018223686.1	XP_018223686.1		YDR122W
YDR120C; XP_018223684.1	XP_018223684.1		YDR120C
YDR119W; XP_018223682.1	XP_018223682.1		YDR119W
YDR110W; XP_018223675.1	XP_018223675.1		YDR110W
YDR108W; XP_018223674.1	XP_018223674.1		YDR108W
YDR107C; XP_018223673.1	XP_018223673.1		YDR107C
YDR101C; XP_018223668.1	XP_018223668.1		YDR101C
YDR097C; XP_018223664.1	XP_018223664.1		YDR097C
YDR096W; XP_018223663.1	XP_018223663.1		YDR096W
YDR091C; XP_018223661.1	XP_018223661.1		YDR091C
YDR089W; XP_018223659.1	XP_018223659.1		YDR089W
YDR088C; XP_018223658.1	XP_018223658.1		YDR088C
YDR085C; XP_018223655.1	XP_018223655.1		YDR085C
YDR083W; XP_018223653.1	XP_018223653.1		YDR083W
YDR080W; XP_018223650.1	XP_018223650.1		YDR080W
YDR079W; XP_018223648.1	XP_018223648.1		YDR079W
YDR077W; XP_018223646.1	XP_018223646.1		YDR077W
YDR076W; XP_018223645.1	XP_018223645.1		YDR076W
YDR075W; XP_018223644.1	XP_018223644.1		YDR075W
YDR074W; XP_018223643.1	XP_018223643.1		YDR074W
YDR072C; XP_018223641.1	XP_018223641.1		YDR072C
YDR069C; XP_018223638.1	XP_018223638.1		YDR069C
YDR067C; XP_018223636.1	XP_018223636.1		YDR067C
YDR064W; XP_018223633.1	XP_018223633.1		YDR064W
YDR063W; XP_018223632.1	XP_018223632.1		YDR063W
YDR062W; XP_018223631.1	XP_018223631.1		YDR062W
YDR061W; XP_018223630.1	XP_018223630.1		YDR061W
YDR060W; XP_018223629.1	XP_018223629.1		YDR060W
YDR059C; XP_018223628.1	XP_018223628.1		YDR059C
YDR057W; XP_018223626.1	XP_018223626.1		YDR057W
YDR055W; XP_018223624.1	XP_018223624.1		YDR055W
YDR054C; XP_018223623.1	XP_018223623.1		YDR054C
YDR051C; XP_018223621.1	XP_018223621.1		YDR051C
YDR050C; XP_018223620.1	XP_018223620.1		YDR050C
YDR047W; XP_018223618.1	XP_018223618.1		YDR047W
YDR044W; XP_018223615.1	XP_018223615.1		YDR044W
YDR041W; XP_018223612.1	XP_018223612.1		YDR041W
YDR037W; XP_018223102.1; SPGP0B01640	XP_018223102.1	SPGP0B01640	YDR037W
YDR036C; XP_018223609.1	XP_018223609.1		YDR036C
YDR035W; XP_018223608.1	XP_018223608.1		YDR035W
YDR033W; XP_018223606.1	XP_018223606.1		YDR033W
YDR032C; XP_018223605.1	XP_018223605.1		YDR032C
YDR031W; XP_018223604.1	XP_018223604.1		YDR031W
YDR028C; XP_018223602.1	XP_018223602.1		YDR028C
YDR027C; XP_018223601.1	XP_018223601.1		YDR027C
YDR026C; XP_018223600.1	XP_018223600.1		YDR026C
YDR023W; XP_018223598.1	XP_018223598.1		YDR023W
YDR022C; XP_018223597.1	XP_018223597.1		YDR022C
YDR021W; XP_018223596.1	XP_018223596.1		YDR021W
YDR018C; XP_018223593.1	XP_018223593.1		YDR018C
YDR011W; SPGP0I02640		SPGP0I02640	YDR011W
YDR007W; XP_018223072.1	XP_018223072.1		YDR007W
YDR002W; XP_018223067.1	XP_018223067.1		YDR002W
YDL002C; XP_018223064.1	XP_018223064.1		YDL002C
YDL005C; XP_018223061.1	XP_018223061.1		YDL005C
YDL006W; XP_018223060.1	XP_018223060.1		YDL006W
YDL007W; XP_018223059.1	XP_018223059.1		YDL007W
YDL010W; XP_018223056.1	XP_018223056.1		YDL010W
YDL014W; XP_018223054.1	XP_018223054.1		YDL014W
YDL019C; XP_018223049.1	XP_018223049.1		YDL019C
YDL022W; XP_018223046.1	XP_018223046.1		YDL022W
YDL028C; XP_018223042.1	XP_018223042.1		YDL028C
YDL031W; XP_018223040.1	XP_018223040.1		YDL031W
YDL040C; XP_018223037.1	XP_018223037.1		YDL040C
YDL042C; XP_018223036.1	XP_018223036.1		YDL042C
YDL044C; XP_018223034.1	XP_018223034.1		YDL044C
YDL045C; XP_018223033.1	XP_018223033.1		YDL045C
YDL047W; XP_018223030.1	XP_018223030.1		YDL047W
YDL048C; XP_018223029.1	XP_018223029.1		YDL048C
YDL049C; XP_018223028.1	XP_018223028.1		YDL049C
YDL051W; XP_018223027.1	XP_018223027.1		YDL051W
YDL055C; XP_018223023.1	XP_018223023.1		YDL055C
YDL056W; XP_018223022.1	XP_018223022.1		YDL056W
YDL058W; XP_018223020.1	XP_018223020.1		YDL058W
YDL061C; XP_018223017.1; YLR388W; XP_018220777.1	XP_018223017.1; XP_018220777.1		YDL061C; YLR388W
YDL063C; XP_018223016.1	XP_018223016.1		YDL063C
YDL064W; SPGP0I03290		SPGP0I03290	YDL064W
YDL066W; XP_018223014.1	XP_018223014.1		YDL066W
YDL067C; XP_018223013.1	XP_018223013.1		YDL067C
YDL070W; XP_018223011.1	XP_018223011.1		YDL070W
YDL073W; XP_018223009.1	XP_018223009.1		YDL073W
YDL074C; XP_018223008.1	XP_018223008.1		YDL074C
YDL075W; SPGP0I03380; YLR406C; XP_018220793.1	XP_018220793.1	SPGP0I03380	YDL075W; YLR406C
YDL076C; XP_018223006.1	XP_018223006.1		YDL076C
YDL077C; XP_018223005.1	XP_018223005.1		YDL077C
YDL078C; XP_018223004.1	XP_018223004.1		YDL078C
YDL080C; XP_018223003.1	XP_018223003.1		YDL080C
YDL082W; XP_018223001.1; YMR142C; SPGP0F01690	XP_018223001.1	SPGP0F01690	YDL082W; YMR142C
YDL083C; SPGP0I03470; YMR143W; SPGP0F01680		SPGP0I03470; SPGP0F01680	YDL083C; YMR143W
YDL084W; XP_018223000.1	XP_018223000.1		YDL084W
YDL085W; XP_018222999.1	XP_018222999.1		YDL085W
YDL087C; XP_018222996.1	XP_018222996.1		YDL087C
YDL090C; SPGP0I03550		SPGP0I03550	YDL090C
YDL091C; XP_018222993.1	XP_018222993.1		YDL091C
YDL097C; XP_018222989.1	XP_018222989.1		YDL097C
YDL100C; XP_018222986.1	XP_018222986.1		YDL100C
YDL103C; XP_018222983.1	XP_018222983.1		YDL103C
YDL105W; XP_018222981.1	XP_018222981.1		YDL105W
YDL106C; XP_018222980.1	XP_018222980.1		YDL106C
YDL108W; XP_018222978.1	XP_018222978.1		YDL108W
YDL110C; XP_018222976.1	XP_018222976.1		YDL110C
YDL111C; XP_018222975.1	XP_018222975.1		YDL111C
YDL114W; XP_018222972.1	XP_018222972.1		YDL114W
YDL115C; XP_018222971.1	XP_018222971.1		YDL115C
YDL119C; XP_018222968.1	XP_018222968.1		YDL119C
YDL122W; XP_018222965.1	XP_018222965.1		YDL122W
YDL126C; XP_018222962.1	XP_018222962.1		YDL126C
YDL128W; XP_018222960.1	XP_018222960.1		YDL128W
YDL130W; SPGP0I03900		SPGP0I03900	YDL130W
YDL131W; YDL182W; XP_018222913.1	XP_018222913.1		YDL131W; YDL182W
YDL132W; XP_018222956.1	XP_018222956.1		YDL132W
YDL133W; XP_018222955.1	XP_018222955.1		YDL133W
YDL134C; YDL188C; XP_018222954.1	XP_018222954.1		YDL134C; YDL188C
YDL135C; XP_018222953.1	XP_018222953.1		YDL135C
YDL137W; YDL192W; XP_018222952.1	XP_018222952.1		YDL137W; YDL192W
YDL140C; XP_018222950.1	XP_018222950.1		YDL140C
YJR160C; XP_018223462.1	XP_018223462.1		YJR160C
SPGP0A07180; YEL073C		SPGP0A07180	YEL073C
YLR410W; XP_018220797.1	XP_018220797.1		YLR410W
YLR409C; XP_018220796.1	XP_018220796.1		YLR409C
YLR401C; XP_018220789.1	XP_018220789.1		YLR401C
YLR398C; XP_018220787.1	XP_018220787.1		YLR398C
YLR392C; XP_018220781.1	XP_018220781.1		YLR392C
YLR387C; XP_018220776.1	XP_018220776.1		YLR387C
YLR386W; XP_018220775.1	XP_018220775.1		YLR386W
YLR384C; XP_018220773.1	XP_018220773.1		YLR384C
YLR383W; XP_018220772.1	XP_018220772.1		YLR383W
YLR382C; XP_018220771.1	XP_018220771.1		YLR382C
YLR378C; XP_018220768.1	XP_018220768.1		YLR378C
YLR375W; XP_018220764.1	XP_018220764.1		YLR375W
YLR371W; XP_018220761.1	XP_018220761.1		YLR371W
YLR369W; XP_018220759.1	XP_018220759.1		YLR369W
YLR368W; XP_018220758.1	XP_018220758.1		YLR368W
YLR363C; XP_018220753.1	XP_018220753.1		YLR363C
YLR359W; XP_018220748.1	XP_018220748.1		YLR359W
YLR357W; XP_018220747.1	XP_018220747.1		YLR357W
YLR355C; XP_018220745.1	XP_018220745.1		YLR355C
YLR354C; XP_018220744.1	XP_018220744.1		YLR354C
YLR352W; XP_018220742.1	XP_018220742.1		YLR352W
YLR351C; XP_018220741.1	XP_018220741.1		YLR351C
YLR350W; XP_018222255.1	XP_018222255.1		YLR350W
YLR347C; XP_018220738.1	XP_018220738.1		YLR347C
SPGP0Ttrna28R; DI49_3845	DI49_3845	SPGP0Ttrna28R	
YLR343W; XP_018220735.1	XP_018220735.1		YLR343W
YLR336C; XP_018220730.1	XP_018220730.1		YLR336C
YLR332W; XP_018220727.1	XP_018220727.1		YLR332W
YLR326W; XP_018220722.1	XP_018220722.1		YLR326W
YLR325C; XP_018220721.1	XP_018220721.1		YLR325C
YLR320W; XP_018220717.1	XP_018220717.1		YLR320W
YLR319C; XP_018220716.1	XP_018220716.1		YLR319C
YLR312W-A; XP_018220712.1	XP_018220712.1		YLR312W-A
YLR310C; XP_018220710.1	XP_018220710.1		YLR310C
YLR309C; XP_018220709.1	XP_018220709.1		YLR309C
YLR305C; XP_018220704.1	XP_018220704.1		YLR305C
YLR304C; XP_018220703.1	XP_018220703.1		YLR304C
YLR303W; XP_018220702.1	XP_018220702.1		YLR303W
YLR301W; XP_018220701.1	XP_018220701.1		YLR301W
YLR300W; SPGP0C03340		SPGP0C03340	YLR300W
YLR295C; XP_018220697.1	XP_018220697.1		YLR295C
YLR293C; XP_018220696.1; XP_018219398.1; YOR185C	XP_018220696.1; XP_018219398.1		YLR293C; YOR185C
YLR290C; XP_018220693.1	XP_018220693.1		YLR290C
YLR289W; XP_018220692.1	XP_018220692.1		YLR289W
YLR288C; XP_018220691.1	XP_018220691.1		YLR288C
YLR286C; XP_018220689.1	XP_018220689.1		YLR286C
YLR278C; XP_018220684.1	XP_018220684.1		YLR278C
YLR277C; XP_018220683.1	XP_018220683.1		YLR277C
YLR276C; XP_018220682.1	XP_018220682.1		YLR276C
YLR274W; XP_018220680.1	XP_018220680.1		YLR274W
YLR272C; XP_018220678.1	XP_018220678.1		YLR272C
YLR264W; XP_018220671.1; YOR167C; XP_018219384.1	XP_018220671.1; XP_018219384.1		YLR264W; YOR167C
YLR262C; XP_018220669.1	XP_018220669.1		YLR262C
YLR259C; XP_018220667.1	XP_018220667.1		YLR259C
YLR258W; XP_018220666.1	XP_018220666.1		YLR258W
YLR257W; XP_018220665.1	XP_018220665.1		YLR257W
YLR256W; XP_018220664.1	XP_018220664.1		YLR256W
YLR251W; XP_018220660.1	XP_018220660.1		YLR251W
YLR248W; XP_018220657.1	XP_018220657.1		YLR248W
YLR247C; XP_018220656.1	XP_018220656.1		YLR247C
YLR244C; XP_018220653.1	XP_018220653.1		YLR244C
YLR243W; XP_018220652.1	XP_018220652.1		YLR243W
YLR241W; XP_018220650.1	XP_018220650.1		YLR241W
YLR239C; XP_018220648.1	XP_018220648.1		YLR239C
YLR238W; XP_018220647.1	XP_018220647.1		YLR238W
YLR237W; YOR071C; YOR192C; XP_018220646.1; XP_018220757.1; XP_018220756.1	XP_018220646.1; XP_018220757.1; XP_018220756.1		YLR237W; YOR071C; YOR192C
YLR234W; XP_018220645.1	XP_018220645.1		YLR234W
YLR233C; XP_018220644.1	XP_018220644.1		YLR233C
YLR229C; XP_018220642.1	XP_018220642.1		YLR229C
YLR226W; XP_018220639.1	XP_018220639.1		YLR226W
YLR225C; XP_018220638.1	XP_018220638.1		YLR225C
YLR224W; XP_018220637.1	XP_018220637.1		YLR224W
YLR223C; XP_018220636.1	XP_018220636.1		YLR223C
YLR221C; XP_018220634.1	XP_018220634.1		YLR221C
YLR219W; XP_018220632.1	XP_018220632.1		YLR219W
YLR214W; XP_018220628.1	XP_018220628.1		YLR214W
YLR210W; XP_018220624.1	XP_018220624.1		YLR210W
YLR209C; XP_018220623.1	XP_018220623.1		YLR209C
YLR208W; XP_018220622.1	XP_018220622.1		YLR208W
YLR207W; XP_018220621.1	XP_018220621.1		YLR207W
YLR204W; XP_018220618.1	XP_018220618.1		YLR204W
YLR203C; XP_018220617.1	XP_018220617.1		YLR203C
YLR200W; XP_018220615.1	XP_018220615.1		YLR200W
YLR197W; XP_018220613.1	XP_018220613.1		YLR197W
YLR196W; XP_018220612.1	XP_018220612.1		YLR196W
YLR193C; XP_018220609.1	XP_018220609.1		YLR193C
YLR189C; XP_018220605.1	XP_018220605.1		YLR189C
YLR186W; XP_018220602.1	XP_018220602.1		YLR186W
YLR182W; XP_018220599.1	XP_018220599.1		YLR182W
YLR181C; XP_018220598.1	XP_018220598.1		YLR181C
YLR177W; XP_018220594.1	XP_018220594.1		YLR177W
YLR175W; XP_018220592.1	XP_018220592.1		YLR175W
YLR172C; XP_018220589.1	XP_018220589.1		YLR172C
YLR168C; XP_018220587.1	XP_018220587.1		YLR168C
YLR166C; XP_018220585.1	XP_018220585.1		YLR166C
YLL053C; XP_018220390.1	XP_018220390.1		YLL053C
YLL048C; XP_018220394.1	XP_018220394.1		YLL048C
YLL045C; YHL033C; XP_018220395.1; SPGP0H00170	XP_018220395.1	SPGP0H00170	YLL045C; YHL033C
YLL043W; XP_018220396.1	XP_018220396.1		YLL043W
YLL041C; XP_018220398.1	XP_018220398.1		YLL041C
YLL040C; XP_018220399.1	XP_018220399.1		YLL040C
YLL034C; XP_018220403.1	XP_018220403.1		YLL034C
YLL032C; XP_018220405.1	XP_018220405.1		YLL032C
YLL031C; XP_018220406.1	XP_018220406.1		YLL031C
YLL029W; XP_018220407.1	XP_018220407.1		YLL029W
YLL028W; XP_018220408.1	XP_018220408.1		YLL028W
YLL026W; XP_018220410.1	XP_018220410.1		YLL026W
YLL023C; XP_018220413.1	XP_018220413.1		YLL023C
YLL019C; XP_018220415.1	XP_018220415.1		YLL019C
YLL018C-A; XP_018220416.1	XP_018220416.1		YLL018C-A
YLL018C; XP_018220417.1	XP_018220417.1		YLL018C
YLL015W; XP_018220419.1	XP_018220419.1		YLL015W
YLL013C; XP_018220421.1	XP_018220421.1		YLL013C
YLL012W; XP_018220422.1	XP_018220422.1		YLL012W
YLL011W; XP_018220423.1	XP_018220423.1		YLL011W
YLL010C; XP_018220424.1	XP_018220424.1		YLL010C
YLL008W; XP_018220426.1	XP_018220426.1		YLL008W
YLL006W; XP_018220428.1	XP_018220428.1		YLL006W
YLL005C; XP_018220429.1	XP_018220429.1		YLL005C
YLL004W; XP_018220430.1	XP_018220430.1		YLL004W
YLL001W; XP_018220433.1	XP_018220433.1		YLL001W
YLR002C; SPGP0C00670		SPGP0C00670	YLR002C
YLR003C; XP_018220435.1	XP_018220435.1		YLR003C
YLR006C; XP_018220438.1	XP_018220438.1		YLR006C
YLR009W; XP_018220441.1	XP_018220441.1		YLR009W
YLR014C; XP_018220446.1	XP_018220446.1		YLR014C
YLR015W; XP_018220447.1	XP_018220447.1		YLR015W
YLR020C; XP_018220452.1	XP_018220452.1		YLR020C
YLR022C; XP_018220454.1	XP_018220454.1		YLR022C
YLR024C; XP_018220456.1	XP_018220456.1		YLR024C
YLR026C; XP_018220458.1	XP_018220458.1		YLR026C
YLR027C; XP_018220459.1	XP_018220459.1		YLR027C
YLR028C; XP_018220461.1	XP_018220461.1		YLR028C
YLR029C; XP_018220462.1; XP_018220176.1; YMR121C	XP_018220462.1; XP_018220176.1		YLR029C; YMR121C
YLR032W; XP_018220464.1	XP_018220464.1		YLR032W
YLR033W; XP_018220465.1	XP_018220465.1		YLR033W
YLR034C; XP_018220466.1	XP_018220466.1		YLR034C
YLR035C; XP_018220467.1	XP_018220467.1		YLR035C
YLR042C; XP_018220473.1	XP_018220473.1		YLR042C
YLR043C; XP_018220474.1	XP_018220474.1		YLR043C
YLR045C; XP_018220476.1	XP_018220476.1		YLR045C
YLR048W; XP_018220479.1; YGR214W; XP_018222418.1	XP_018220479.1; XP_018222418.1		YLR048W; YGR214W
YLR052W; XP_018220483.1	XP_018220483.1		YLR052W
YLR054C; XP_018220485.1	XP_018220485.1		YLR054C
YLR055C; XP_018220486.1	XP_018220486.1		YLR055C
YLR056W; XP_018220487.1	XP_018220487.1		YLR056W
YLR057W; XP_018220488.1	XP_018220488.1		YLR057W
YLR058C; XP_018220489.1	XP_018220489.1		YLR058C
YLR060W; XP_018220491.1	XP_018220491.1		YLR060W
YLR061W; XP_018220492.1; SPGP0AF01020	XP_018220492.1	SPGP0AF01020	YLR061W
YLR066W; XP_018220496.1	XP_018220496.1		YLR066W
YLR069C; XP_018220499.1	XP_018220499.1		YLR069C
YLR071C; XP_018220501.1	XP_018220501.1		YLR071C
YLR072W; XP_018220502.1	XP_018220502.1		YLR072W
YLR075W; XP_018220505.1	XP_018220505.1		YLR075W
YLR082C; XP_018220512.1	XP_018220512.1		YLR082C
YLR083C; XP_018220513.1	XP_018220513.1		YLR083C
YLR084C; XP_018220514.1	XP_018220514.1		YLR084C
YLR085C; XP_018220515.1	XP_018220515.1		YLR085C
YLR087C; XP_018220517.1	XP_018220517.1		YLR087C
YLR088W; XP_018220518.1	XP_018220518.1		YLR088W
YLR089C; XP_018220519.1	XP_018220519.1		YLR089C
YLR092W; XP_018220522.1	XP_018220522.1		YLR092W
YLR096W; XP_018220526.1	XP_018220526.1		YLR096W
YLR098C; XP_018220528.1	XP_018220528.1		YLR098C
YLR100W; XP_018220530.1	XP_018220530.1		YLR100W
YLR104W; XP_018220533.1	XP_018220533.1		YLR104W
YLR106C; XP_018220535.1	XP_018220535.1		YLR106C
YLR107W; XP_018220536.1	XP_018220536.1		YLR107W
YLR113W; XP_018220541.1	XP_018220541.1		YLR113W
YLR114C; XP_018220542.1	XP_018220542.1		YLR114C
YLR117C; XP_018220545.1	XP_018220545.1		YLR117C
YLR118C; XP_018220546.1	XP_018220546.1		YLR118C
YLR129W; XP_018220554.1	XP_018220554.1		YLR129W
YLR133W; XP_018220558.1	XP_018220558.1		YLR133W
YLR136C; XP_018220561.1	XP_018220561.1		YLR136C
YLR138W; XP_018220563.1	XP_018220563.1		YLR138W
YLR142W; XP_018220566.1	XP_018220566.1		YLR142W
YLR148W; XP_018220574.1	XP_018220574.1		YLR148W
YLR149C; XP_018220575.1	XP_018220575.1		YLR149C
YLR150W; XP_018220576.1	XP_018220576.1		YLR150W
